ID	GA	X93978_at	X199786_at	X58484_at	X4973_at	X383_at	X107984945_at	X729230_at	X643_at	X3240_at	X4317_at	X28474_at	X10562_at	X3399_at	X79703_at	X6689_at	X6279_at	X10797_at	X7067_at	X28813_at	X26509_at	X2309_at	X306_at	X23492_at	X644588_at	X100190952_at	X820_at	X28394_at	X7295_at	X3934_at	X29760_at	X51164_at	X105369319_at	X10321_at	X28442_at	X114793_at	X677767_at	X1462_at	X56670_at	X154214_at	X1475_at	X55331_at	X759_at	X597_at	X4860_at	X4481_at	X9332_at	X390617_at	X1088_at	X3301_at	X1628_at	X6272_at	X740_at	X677809_at	X6507_at	X2040_at	X973_at	X3507_at	X6772_at	X2206_at	X9619_at	X199675_at	X64231_at	X51108_at	X6229_at	X10424_at	X2992_at	X5027_at	X6498_at
sample_375_P4G11	10.7	4.01607478194875	6.5786127386086	6.6775799118454096	3.9206807028642006	5.11296127075245	6.51865085241916	6.6229562383185305	6.09030814175871	5.51723615889462	3.95371935931841	7.609412443663019	4.61060715151741	5.90551071969062	5.62610733038066	5.80724750070257	8.383967084619218	5.8180221031594	7.276678152788099	8.60866060601631	6.19559412138146	7.66633529676659	7.833007317399759	7.62904604893715	5.2821402026317505	4.83534333441452	6.3644488875370095	8.57604823443765	6.9404448709406505	6.00666323768942	6.206534145882371	7.6534253757747495	5.969669705629309	3.6965055871946	10.251320081835301	4.42576394488524	8.50682066784049	9.64093635565934	2.91376200989192	3.69387307543447	5.66175154896837	5.66351007099048	9.496533660431089	6.1547471624400805	7.67810719274605	4.42202619340545	6.207965001025371	6.585336830912241	5.02329165121887	6.42131288347479	6.34112937575185	7.584786913127611	6.77900137819838	7.577193123420651	3.6880573502655603	8.32728843181355	9.16675659943077	9.18253804157398	9.77439271615049	3.7306684202232905	6.79669433376247	7.01889560331831	6.66137856173328	8.68334698533157	5.9409022381996905	5.85484057473609	7.38779888251693	6.34790779103426	5.67936498876829
sample_838_P9F09	10.7	5.661504781356361	6.3295181197253	6.6904764857685	4.42469300246896	5.55568060249463	5.70165987196721	6.930003915781269	5.86654705382429	6.70155099971759	4.80538169291875	6.238665228326651	4.9785083597545405	5.96293542425807	5.592633241548179	5.7124761631069605	9.097855115107052	6.77467648657251	7.17536268968212	8.07885785206615	5.605547409968669	7.332574835147099	8.57113683776896	7.62859507317725	6.056214908215869	6.567767267047139	6.9592465193241795	6.99862653761291	7.17175096500757	7.16544772824826	6.01393702810313	7.57998127776119	5.92127763775901	4.5261992898789805	8.472133226379741	4.31386016667696	8.995289914727651	8.93555225868655	3.2150773941918396	3.9594141813852595	6.233629905410269	5.647935850989209	10.6233483579511	6.84775336096554	8.39899066511173	4.139176573005	5.44159644971117	6.768676154122891	5.7443572193024	7.15356054579602	6.23555823755266	7.50158183283087	7.0336854079291	8.65762141743601	3.54143908760596	9.08547355045889	8.55617847278977	8.02529558585997	10.540778484464301	4.2233289831361605	5.994973169130139	7.2790372519954	6.825232255161789	8.79143944260639	5.991712444949321	5.83997271763939	7.61652088048453	6.051985885506821	5.65710499326926
sample_328_P4H05	10.9	4.952941524010781	6.436082107214579	6.850690064770969	3.7653953679486603	5.384337177093509	5.9194101744153205	6.9113678739149	6.112972678794381	6.23539334985725	4.06849600646518	7.05073900338277	4.22763543480382	5.786476173385661	5.5289162689844	5.594055904381269	8.57128869898192	5.912657312645099	7.4338197633393595	7.924559236563599	5.568164814579071	7.486021967178731	8.1922952309543	7.6415538586982406	5.60600452828909	5.4419336903004405	6.14477325237926	7.818682464002	7.039528672215611	6.29246227695493	6.32617133501709	7.88112634658866	6.35323625095957	3.84211304004375	9.031537893071821	3.96808031582977	7.84343605740155	9.33026443705966	3.15936798634039	3.8272429737625004	6.258294177576469	6.005682186101169	10.4672072504283	6.92268514041629	8.111788356401242	3.80374622131859	5.61676822927413	7.255656599154099	4.69429537278625	6.613185310508831	6.44023611974354	7.191940323101949	7.021277733828731	7.75897034604777	3.4828762451292503	8.75735733522338	9.19919771334422	9.07585782474677	9.56936149552895	4.322641025953259	6.88536625861264	7.45579217043293	6.7589526627870296	9.136319778195599	5.83513288581234	6.01590471282241	7.497065695147481	6.03864462580211	5.828467106754481
sample_001_P1A01	11.0	3.9514214835827297	6.8573462378001295	6.59911880743742	3.64508137732818	5.323420787936559	4.39292089588991	6.2551448747638	6.60710556786575	5.66091359486187	4.33044242059528	7.486587339946969	4.12462532881804	6.20660306289896	5.773598912253701	5.8498069707885	8.57042637902405	5.45247314706769	7.375092529861949	8.157828449736401	4.9114481621709105	7.7278802646474505	8.29300694292988	7.634277186519131	4.8134326893984	6.2108092394834005	6.255664426500901	7.3663214958631205	6.72350541306327	5.92264396200243	6.66836816391904	7.79309568027541	6.02453210489681	3.9444905710791005	9.05733300046759	3.82427914040994	8.81158720679522	8.81828511231133	3.04767195713764	3.4477293099384303	5.605632769927759	5.461173697505929	9.99112506486	6.39275112129057	8.18735348549191	3.47553473129709	5.47214859716735	7.05652545930224	4.63675644775387	6.44051285796695	6.28360068169285	6.792713697964831	6.6126964419908	7.53996785495281	3.60438422953406	8.27028831668337	9.616454069684279	9.45211539130391	8.877618850947462	4.14133382734337	6.42859981752121	7.32638688082603	6.257951692075091	8.82827781926858	6.049457668342231	5.94070957814811	7.20410819103948	5.564462690735629	5.69388497589868
sample_496_P6H02	11.1	4.459158553657179	6.74746071140675	7.1638750690515804	3.91339358296786	5.44685493332662	5.351634564548441	5.931686300963871	6.33207937558975	5.842489811062349	4.842625797336639	8.224645740562071	5.07969302165659	5.87102652229756	5.62131913799028	5.74753113009493	8.55615326024262	5.5650125872339595	7.284323722591231	7.93350447627919	5.05629414899085	8.34097913247201	8.23684939723321	7.795574746271959	4.88495141090856	4.376554363686759	6.669620243037139	8.18306738328174	7.01530673575808	7.346579870620849	6.590717446222401	8.16293315176806	5.880178959706059	4.33935692402525	10.082662185082699	3.8907815999549	8.28271406492359	8.76662581203657	3.4098163947046802	3.63824675570736	5.51338717734983	5.769958840745361	12.2348981735315	6.13016086388945	9.5374292774343	3.60198128908759	5.39535713509906	8.220736214333959	5.7764016002513205	6.41187086741032	6.2796353361709105	7.038266743562669	7.0099370341800595	6.85278797395523	3.6132448755113797	9.620552931341651	9.86198210708471	9.70055273150443	8.66556599708545	3.81602882476085	6.195921756487841	7.546102420769481	6.5009449560751795	9.41478113833467	6.201348231088869	5.85693568690228	7.33627744736251	5.8123680664904205	5.31747351450145
sample_583_P7G01	11.3	4.38260373091884	6.69203117727954	6.62080496982224	4.08818112201795	5.59708728570567	5.843791375342	6.500720445860961	6.1527113764221	5.49638222048226	4.32295962871888	6.67164986310536	4.5257958973665895	6.170377251744091	5.73823958610996	6.068248557522769	8.05772767024636	5.73420010801579	7.475053525447019	8.25616868152747	5.96941798083246	7.9637351972311405	7.215269871792589	7.8762617306456795	5.0281285269587	5.943614311058449	6.22428381344728	7.441678068131161	6.470687641019139	7.071335896855709	6.3574463455366805	7.86339726968888	5.810458087829059	4.09223014480963	9.4389659921043	4.428206749349691	8.16359844027667	9.49424936096175	3.03200897909241	3.82224735565262	5.74573270975718	5.53167032024477	10.760926761520698	5.9696699258083	8.27833013229258	3.63397196283239	6.0614603865665595	6.99734997710505	5.0885758710641795	6.18112054868041	6.466327849109111	7.28686270034756	6.89772943007005	7.33761415890558	3.52528940427365	8.58488106103443	9.26992829790257	9.3307894733207	9.343781986661618	3.9368609812528197	6.401241493653541	6.854729510338111	6.52527141831529	8.54435942531684	5.979584994970809	5.83045683257753	7.27198833133254	6.310763640513611	5.20834460543292
sample_558_P6F10	11.4	4.631295275200821	7.06204160279828	6.84927638162771	4.07614043008121	5.494825062301331	5.415026805030809	6.56055129772145	6.57549915117478	5.746373915564481	4.875321783786831	7.276157345452559	4.96509725769921	5.90333786337163	5.83160522067208	6.056403332428429	8.36119924984585	5.75218036649006	7.40709547969542	7.9318390928310505	5.655008636667019	8.237057222771769	7.2144926365385	7.656202182978059	4.6064013466821	4.33870755664365	6.549011712140759	8.12525775477383	6.56049190251546	6.905979872309951	6.64826472321172	7.60928047817544	6.1568658585774605	4.35768950468254	9.26006278035247	3.94209046854423	8.24686999516595	9.55546961680435	3.23398669912467	3.76129120041267	5.920421678725599	5.61663887291258	10.955586725186	6.037067147073519	8.41367893553514	4.00881120208076	5.744664821977009	7.24123807471802	5.28300701232456	6.21474813518304	6.47807825132949	6.71923029565102	6.74756705547061	7.16101604791187	3.54545196951177	8.7690338788559	9.565987564516382	9.583009585080632	8.319610277251119	3.80332657554288	6.3759390957152	6.867647270356129	6.82828719349944	8.9241111155066	6.009484298874099	5.96470818016361	7.456130880659571	5.88967964023796	5.57423003318789
sample_664_P7H11	11.4	4.16071381939686	6.82888775134991	6.76522641745093	4.10852376359168	5.57143476865245	4.83253905658473	6.32505174251878	6.43407230814074	6.4831989600624205	5.34589479425591	6.91919958939286	4.33054462843691	6.05021677742274	5.720028086106111	5.75753863474706	9.047682220028829	6.19160267243548	7.25131412857604	8.33902202217374	4.87118645067967	8.3588661033822	8.57420423759872	7.65809775532634	5.9962399302932	6.30246490183949	6.522573584888719	7.94001493050684	7.36787960965616	7.2807217019036194	6.80364193886276	8.12739012072299	5.817637278434599	4.40787543105272	9.91887971763821	3.7183719150953003	9.46411983823674	9.064480145502731	3.14546093462852	3.7320285233705097	5.8648112042052105	5.9390579970292	11.253280526359198	7.118433998558741	9.61713698743318	3.48822975942357	5.22956142486492	7.74671052429271	5.238000524578929	7.01356635275676	6.07783160992002	6.72644115792588	6.80014303763079	8.23367314655802	3.59211218418702	9.584546073153868	9.81209953408938	9.683083578911651	9.02322402539927	3.5750625726182097	5.9453818043323805	7.86380064335011	6.3816661873788	9.80006489193609	6.305541993337999	5.927016303125679	7.25721137194454	5.7105281713261	5.76588007439134
sample_874_P10B02	11.4	4.202899678276101	6.3793918310317	6.92638451215572	4.05436790591504	5.621515505927349	5.33155482721455	6.542361778811751	6.24352361044668	5.5808993047924105	4.7921190847655994	7.3982455101918605	4.620098542352429	5.65489047177508	5.53148031536182	5.73433599127206	8.70967971987548	5.9621491927013395	7.29977837395827	8.520058877616481	5.1943122327474995	7.76169750674209	8.098327321395299	7.801829438032019	4.8327078935827	6.164451402220711	6.25857025692275	7.949116995043941	7.10092629065232	6.68338924164383	6.18573813301433	7.70269142396857	5.94383727225489	3.9197839159861805	9.95777638778321	3.9139001644086804	8.492545550416251	9.18386773373959	3.0041956428268497	3.7829419081520803	5.82129572254089	5.687652812834459	11.56346045234	6.53276623607441	8.72508951554347	3.75980868282542	5.4545569200856105	7.48207664554353	5.20583512653722	6.406820058352751	6.33961643262653	6.9140655362273	6.840290329827599	7.381862865491169	3.50040919782721	8.8386399642049	9.05623977997155	9.29102703039564	8.74750558999815	4.29378314741278	6.5913295053987895	7.24032099433105	6.570754304412709	9.00873394169515	5.9971891553181305	5.9154211121892795	7.42533451476116	5.6898678502342905	5.76067265968094
sample_370_P4B11	11.7	4.16616927341789	6.7371544720576	6.63468976798944	4.466101104040191	5.9152487668045	3.90474891984393	6.393529150160611	6.4106908026994205	5.67715791648592	6.22320310295532	6.7884981947758	6.0932979304171395	5.919799631371009	5.697688831058951	5.90704876464163	9.413276073086651	6.03117033422086	7.266507862478019	8.04142190551895	5.232334030854299	8.14121744803459	8.258998581340249	7.6892118935063305	5.259255406845299	6.249872343058901	6.810199170790111	7.194340904886639	7.00508411332466	7.33498542434215	6.45247167767496	7.45480373133106	5.77030817792277	5.04831067744257	9.39543085350295	3.8435599566665	8.903675519445471	8.88874524894155	3.0072583987868797	3.62755989682078	5.626689308098721	5.591238979373139	11.279092296161402	7.23143376171708	8.764421267032091	3.93387003477692	5.4178888214242304	7.427301624822191	6.185710942265559	6.6913299311965195	6.05051239561041	6.85713160737136	6.8016791016062	7.446373386234809	3.7346983533299203	8.948636079730619	9.248571630459312	9.212932839869712	8.992892867483091	4.07808981751614	6.010802587097981	7.85900529987717	6.43040414076225	9.07523582947382	6.363526866465159	5.9339381247341905	7.4134129221216	5.764017539186879	5.707557752001411
sample_587_P7C02	11.7	4.21075469239488	6.49445627144746	6.50493881008234	4.42885522622442	5.13289678740209	5.14823684519638	6.397164372800961	5.99129582201078	5.964751292060139	5.443102121129679	5.9940597091448895	5.33319292095126	6.1961243063245	5.57389431509033	5.684642448609231	8.75996156112392	6.110446902398079	7.5205654873995496	9.11114820591281	5.32100100042223	8.04065065911223	7.6144006764299705	7.63715787260866	4.84489504843547	6.12706957340054	6.84454262715832	8.46714388542617	6.987318606935769	7.108821846919769	5.935490704085081	7.555069521118011	5.612083760596139	4.45786933421675	9.61751265603709	4.06442564374956	8.74452561449345	8.83312571866385	3.13800082712025	3.7237298489636	5.7900525842999295	5.55452164468919	11.3618274126053	5.9339815167924295	8.90207614497661	3.82250688289292	5.02058277726613	7.95644424252761	5.72169700519652	6.53080876496	6.5251456425230705	6.47759480758844	7.08701062976846	7.434562392603099	3.5870026718918298	9.08350745825801	8.624743727740611	8.42980613795195	8.61739443746464	3.93763295508408	6.297838710950769	7.37274779006691	6.526146815769019	8.958541787179641	6.32657648367481	6.05436673161721	7.2580968793655005	5.79008432023903	5.59675408292425
sample_675_P8C01	11.7	3.9076466367843397	6.73261891719109	7.07344485801453	4.04149194456721	4.90216682073469	4.84484229230627	5.88506420987596	6.24313844974586	5.9473278080548795	6.26126272791383	7.4498473605136395	5.347768824504731	5.80723935559464	5.6275405761137	5.629596154816589	8.32613323060361	5.48007837876441	7.37456445735257	6.94641600160035	5.11506473905876	8.02673704147751	7.42310713091412	7.6249858041103105	5.1306494635610305	4.537381080238999	6.5536817354174195	7.3753576500932	6.798691324745589	7.61922095096799	6.39966033301242	7.81954945198551	5.669163285466009	4.3426549664878	9.92506831219424	3.75944820319514	8.49098116289097	8.64486708370847	3.06620778099864	3.50915007316802	5.050649006566379	5.45561508877545	11.1856464785119	6.1112619949701905	8.41065180941012	3.4607676208143596	5.29242448023834	7.19649756611174	6.2571642372633205	6.518807437663639	6.4221773840582195	6.71710963136391	6.7474672346102595	7.2031104907741605	3.3656595019984503	9.03889150751802	9.21449053610834	9.632259821049301	9.03648753691142	3.74267852935165	6.0012616505424905	7.51700198976216	6.13313667540658	8.84854986519038	5.97114057437975	5.887708026030951	7.25334545217467	5.9039153820496795	5.54010990303946
sample_249_P3A08	11.9	4.46192964854211	6.5731753211872395	6.126753703822071	4.24197429358256	5.64245738308244	4.60647780162762	6.294019203867309	6.212674156843329	5.90914915074953	5.878693794746179	6.25451714103965	4.34566105977552	6.19656341124264	5.6928049812185195	5.865942274429481	10.2256008771328	6.3519725596424905	7.274500374090691	8.050799907177	4.89461524353652	7.76838264491207	8.35557886675272	7.65691442481487	6.07672089249838	7.201526356706611	7.14465065266456	7.46364587009723	7.62126761440606	6.65608605293429	6.058900325214079	7.57329904904813	5.73264837517714	4.57850080278304	9.10804690267343	3.8055297043510197	9.77263548327251	7.98609710348934	4.10983878897386	3.8961639676192794	6.5327402805935195	5.49626083579824	11.6414547312913	7.55626529025944	8.97095052207353	3.8157863589597594	5.033479387580179	7.43179832814739	5.9339177847599105	7.25194981573143	6.27208819940629	6.20972766974321	6.88318219413511	8.58379230874804	3.51019119717584	8.9949019974479	9.06292565280313	8.82867878630264	9.203517494557302	4.15345078681756	5.57770773956907	7.21644553590462	6.380196855571129	9.11177711470828	6.62170633175017	5.88767816367671	7.34486873313441	5.47049798170814	5.98035965999787
